time;vname;pose;bp0;bp1;bp2;bp3;bp4;bp5;bp6;bp7;bp8;bp9;bp10;bp11;bp12;bp13;bp14;bp15;bp16
1.63;videos/cuts_test/50wtf9.mp4;walk;(np.float64(531.5), np.float64(193.5));(np.float64(537.5), np.float64(187.12));(np.float64(531.0), np.float64(184.0));(np.float64(512.5), np.float64(169.5));(np.float64(515.0), np.float64(171.0));(np.float64(459.25), np.float64(165.25));(np.float64(504.5), np.float64(197.88));(np.float64(406.0), np.float64(147.5));(np.float64(557.0), np.float64(231.0));(np.float64(364.25), np.float64(133.5));(np.float64(607.5), np.float64(256.0));(np.float64(378.5), np.float64(255.12));(np.float64(407.0), np.float64(263.25));(np.float64(394.25), np.float64(353.5));(np.float64(424.75), np.float64(359.0));(np.float64(375.25), np.float64(434.25));(np.float64(438.75), np.float64(442.25))
1.67;videos/cuts_test/50wtf9.mp4;walk;(np.float64(532.0), np.float64(194.12));(np.float64(538.0), np.float64(187.75));(np.float64(532.5), np.float64(184.62));(np.float64(511.75), np.float64(168.75));(np.float64(516.0), np.float64(171.0));(np.float64(460.0), np.float64(164.25));(np.float64(504.0), np.float64(197.38));(np.float64(407.75), np.float64(143.5));(np.float64(554.0), np.float64(232.62));(np.float64(366.0), np.float64(124.5));(np.float64(607.0), np.float64(260.75));(np.float64(380.75), np.float64(255.0));(np.float64(406.75), np.float64(262.75));(np.float64(395.75), np.float64(353.5));(np.float64(423.75), np.float64(358.25));(np.float64(376.25), np.float64(434.75));(np.float64(438.75), np.float64(442.0))
1.71;videos/cuts_test/50wtf9.mp4;walk;(np.float64(535.0), np.float64(194.88));(np.float64(541.0), np.float64(188.75));(np.float64(535.0), np.float64(185.25));(np.float64(514.5), np.float64(170.25));(np.float64(518.5), np.float64(171.75));(np.float64(462.0), np.float64(165.25));(np.float64(505.25), np.float64(197.75));(np.float64(408.25), np.float64(144.0));(np.float64(554.5), np.float64(233.62));(np.float64(366.75), np.float64(124.75));(np.float64(608.5), np.float64(262.25));(np.float64(382.75), np.float64(254.88));(np.float64(406.0), np.float64(262.0));(np.float64(397.75), np.float64(353.25));(np.float64(420.75), np.float64(357.25));(np.float64(377.25), np.float64(435.5));(np.float64(436.5), np.float64(441.5))
1.75;videos/cuts_test/50wtf9.mp4;walk;(np.float64(537.5), np.float64(196.0));(np.float64(543.5), np.float64(190.0));(np.float64(537.5), np.float64(186.12));(np.float64(517.5), np.float64(171.75));(np.float64(521.0), np.float64(172.12));(np.float64(463.5), np.float64(165.75));(np.float64(507.0), np.float64(197.75));(np.float64(410.5), np.float64(147.0));(np.float64(557.5), np.float64(235.0));(np.float64(364.75), np.float64(131.5));(np.float64(611.0), np.float64(261.0));(np.float64(383.0), np.float64(253.62));(np.float64(409.5), np.float64(260.75));(np.float64(395.75), np.float64(353.0));(np.float64(422.5), np.float64(355.75));(np.float64(375.5), np.float64(435.0));(np.float64(437.25), np.float64(440.0))
1.79;videos/cuts_test/50wtf9.mp4;walk;(np.float64(539.5), np.float64(196.5));(np.float64(545.5), np.float64(190.38));(np.float64(539.5), np.float64(186.5));(np.float64(521.5), np.float64(173.5));(np.float64(522.5), np.float64(173.25));(np.float64(466.5), np.float64(166.62));(np.float64(507.5), np.float64(198.75));(np.float64(410.0), np.float64(153.75));(np.float64(558.5), np.float64(236.0));(np.float64(358.75), np.float64(143.0));(np.float64(613.5), np.float64(260.25));(np.float64(384.25), np.float64(254.0));(np.float64(408.0), np.float64(261.0));(np.float64(396.5), np.float64(353.0));(np.float64(421.75), np.float64(356.75));(np.float64(376.0), np.float64(435.0));(np.float64(436.75), np.float64(440.5))
1.84;videos/cuts_test/50wtf9.mp4;walk;(np.float64(541.5), np.float64(197.12));(np.float64(548.0), np.float64(191.5));(np.float64(541.5), np.float64(187.5));(np.float64(526.0), np.float64(173.88));(np.float64(523.5), np.float64(173.62));(np.float64(469.25), np.float64(166.25));(np.float64(507.5), np.float64(201.0));(np.float64(412.0), np.float64(161.25));(np.float64(557.5), np.float64(238.0));(np.float64(354.0), np.float64(156.75));(np.float64(613.0), np.float64(260.75));(np.float64(385.0), np.float64(254.12));(np.float64(407.75), np.float64(261.75));(np.float64(396.5), np.float64(353.5));(np.float64(421.25), np.float64(357.5));(np.float64(375.5), np.float64(435.5));(np.float64(436.5), np.float64(441.5))
1.88;videos/cuts_test/50wtf9.mp4;walk;(np.float64(544.0), np.float64(197.38));(np.float64(550.0), np.float64(191.75));(np.float64(544.0), np.float64(187.5));(np.float64(528.5), np.float64(175.62));(np.float64(525.0), np.float64(174.38));(np.float64(471.0), np.float64(166.88));(np.float64(508.5), np.float64(203.75));(np.float64(413.75), np.float64(162.75));(np.float64(557.0), np.float64(244.25));(np.float64(356.0), np.float64(160.25));(np.float64(610.5), np.float64(263.25));(np.float64(385.5), np.float64(255.25));(np.float64(408.5), np.float64(263.75));(np.float64(396.0), np.float64(354.0));(np.float64(421.5), np.float64(359.25));(np.float64(375.75), np.float64(435.5));(np.float64(435.5), np.float64(442.5))
1.92;videos/cuts_test/50wtf9.mp4;walk;(np.float64(546.0), np.float64(198.0));(np.float64(552.0), np.float64(191.88));(np.float64(545.0), np.float64(188.0));(np.float64(528.5), np.float64(175.75));(np.float64(525.0), np.float64(175.25));(np.float64(472.25), np.float64(167.0));(np.float64(508.0), np.float64(206.38));(np.float64(415.5), np.float64(158.5));(np.float64(556.0), np.float64(253.5));(np.float64(362.5), np.float64(151.25));(np.float64(609.0), np.float64(272.25));(np.float64(387.25), np.float64(256.5));(np.float64(409.25), np.float64(265.5));(np.float64(396.0), np.float64(354.5));(np.float64(421.5), np.float64(359.5));(np.float64(376.5), np.float64(435.75));(np.float64(435.5), np.float64(443.0))
1.96;videos/cuts_test/50wtf9.mp4;walk;(np.float64(545.5), np.float64(199.0));(np.float64(551.5), np.float64(192.38));(np.float64(545.0), np.float64(189.62));(np.float64(527.0), np.float64(173.25));(np.float64(526.0), np.float64(176.75));(np.float64(473.75), np.float64(165.5));(np.float64(505.25), np.float64(208.5));(np.float64(420.5), np.float64(149.75));(np.float64(550.5), np.float64(262.25));(np.float64(378.0), np.float64(137.0));(np.float64(602.5), np.float64(284.5));(np.float64(392.0), np.float64(258.75));(np.float64(409.25), np.float64(268.75));(np.float64(399.5), np.float64(354.75));(np.float64(422.0), np.float64(361.0));(np.float64(379.0), np.float64(433.5));(np.float64(435.5), np.float64(443.0))
2.0;videos/cuts_test/50wtf9.mp4;walk;(np.float64(543.0), np.float64(200.38));(np.float64(549.0), np.float64(193.25));(np.float64(542.5), np.float64(191.88));(np.float64(524.0), np.float64(171.38));(np.float64(523.0), np.float64(180.25));(np.float64(477.0), np.float64(163.12));(np.float64(498.5), np.float64(211.5));(np.float64(432.0), np.float64(141.75));(np.float64(536.5), np.float64(271.75));(np.float64(400.5), np.float64(122.5));(np.float64(588.0), np.float64(299.5));(np.float64(397.5), np.float64(257.25));(np.float64(406.25), np.float64(268.5));(np.float64(404.75), np.float64(354.25));(np.float64(422.0), np.float64(361.5));(np.float64(383.0), np.float64(431.5));(np.float64(435.0), np.float64(444.5))
2.04;videos/cuts_test/50wtf9.mp4;walk;(np.float64(540.0), np.float64(201.5));(np.float64(545.0), np.float64(193.5));(np.float64(538.5), np.float64(193.25));(np.float64(518.5), np.float64(171.5));(np.float64(517.0), np.float64(182.25));(np.float64(477.0), np.float64(160.75));(np.float64(491.0), np.float64(215.25));(np.float64(443.25), np.float64(132.5));(np.float64(518.0), np.float64(283.5));(np.float64(419.75), np.float64(106.0));(np.float64(555.0), np.float64(320.0));(np.float64(398.5), np.float64(253.62));(np.float64(407.0), np.float64(266.75));(np.float64(407.75), np.float64(349.25));(np.float64(423.25), np.float64(358.5));(np.float64(386.5), np.float64(422.0));(np.float64(434.0), np.float64(443.0))
2.09;videos/cuts_test/50wtf9.mp4;walk;(np.float64(536.0), np.float64(200.88));(np.float64(541.0), np.float64(192.62));(np.float64(534.0), np.float64(193.12));(np.float64(511.5), np.float64(170.88));(np.float64(511.25), np.float64(182.75));(np.float64(477.5), np.float64(160.25));(np.float64(482.0), np.float64(219.62));(np.float64(459.75), np.float64(127.5));(np.float64(490.0), np.float64(290.5));(np.float64(451.25), np.float64(93.0));(np.float64(509.5), np.float64(326.0));(np.float64(403.0), np.float64(256.5));(np.float64(406.5), np.float64(271.25));(np.float64(416.75), np.float64(349.25));(np.float64(428.75), np.float64(361.25));(np.float64(386.5), np.float64(414.5));(np.float64(435.5), np.float64(444.0))
2.13;videos/cuts_test/50wtf9.mp4;walk;(np.float64(531.0), np.float64(199.88));(np.float64(536.0), np.float64(191.75));(np.float64(529.0), np.float64(191.75));(np.float64(512.5), np.float64(173.5));(np.float64(505.25), np.float64(180.75));(np.float64(479.0), np.float64(159.0));(np.float64(473.5), np.float64(215.38));(np.float64(477.0), np.float64(114.44));(np.float64(459.25), np.float64(281.0));(np.float64(484.25), np.float64(73.31));(np.float64(460.0), np.float64(331.25));(np.float64(404.5), np.float64(253.75));(np.float64(406.0), np.float64(268.75));(np.float64(421.0), np.float64(343.0));(np.float64(433.25), np.float64(357.5));(np.float64(384.0), np.float64(404.25));(np.float64(438.0), np.float64(443.5))
2.17;videos/cuts_test/50wtf9.mp4;walk;(np.float64(527.0), np.float64(196.88));(np.float64(531.0), np.float64(188.25));(np.float64(524.5), np.float64(188.75));(np.float64(510.75), np.float64(172.0));(np.float64(499.5), np.float64(178.62));(np.float64(480.25), np.float64(160.25));(np.float64(461.5), np.float64(212.25));(np.float64(497.5), np.float64(108.81));(np.float64(425.0), np.float64(274.5));(np.float64(521.0), np.float64(67.56));(np.float64(424.0), np.float64(336.75));(np.float64(417.0), np.float64(257.75));(np.float64(410.0), np.float64(271.0));(np.float64(435.0), np.float64(336.25));(np.float64(437.5), np.float64(349.0));(np.float64(389.0), np.float64(393.25));(np.float64(436.0), np.float64(441.5))
2.21;videos/cuts_test/50wtf9.mp4;walk;(np.float64(519.0), np.float64(194.12));(np.float64(523.5), np.float64(185.25));(np.float64(518.0), np.float64(185.38));(np.float64(501.0), np.float64(169.25));(np.float64(492.5), np.float64(175.0));(np.float64(481.0), np.float64(163.88));(np.float64(446.0), np.float64(205.12));(np.float64(520.5), np.float64(115.31));(np.float64(398.75), np.float64(261.5));(np.float64(563.5), np.float64(72.94));(np.float64(366.0), np.float64(318.5));(np.float64(425.5), np.float64(265.5));(np.float64(409.5), np.float64(278.0));(np.float64(451.5), np.float64(326.5));(np.float64(435.5), np.float64(349.0));(np.float64(403.5), np.float64(385.0));(np.float64(434.0), np.float64(441.5))
2.25;videos/cuts_test/50wtf9.mp4;walk;(np.float64(515.0), np.float64(188.75));(np.float64(519.5), np.float64(180.0));(np.float64(512.5), np.float64(180.0));(np.float64(502.25), np.float64(166.25));(np.float64(486.25), np.float64(169.0));(np.float64(486.0), np.float64(165.0));(np.float64(438.75), np.float64(196.0));(np.float64(541.0), np.float64(132.75));(np.float64(381.5), np.float64(243.0));(np.float64(597.0), np.float64(104.5));(np.float64(330.0), np.float64(288.5));(np.float64(431.25), np.float64(260.5));(np.float64(406.0), np.float64(271.75));(np.float64(462.0), np.float64(323.5));(np.float64(435.0), np.float64(355.5));(np.float64(419.25), np.float64(384.75));(np.float64(431.25), np.float64(443.5))
2.29;videos/cuts_test/50wtf9.mp4;walk;(np.float64(506.0), np.float64(184.25));(np.float64(510.0), np.float64(177.0));(np.float64(502.5), np.float64(175.75));(np.float64(502.0), np.float64(168.12));(np.float64(478.25), np.float64(164.25));(np.float64(470.5), np.float64(179.5));(np.float64(432.0), np.float64(189.25));(np.float64(443.0), np.float64(197.75));(np.float64(369.25), np.float64(224.0));(np.float64(427.25), np.float64(226.5));(np.float64(307.5), np.float64(259.0));(np.float64(437.0), np.float64(263.5));(np.float64(406.0), np.float64(271.25));(np.float64(467.0), np.float64(317.75));(np.float64(433.75), np.float64(354.0));(np.float64(447.25), np.float64(384.0));(np.float64(430.0), np.float64(440.0))
2.34;videos/cuts_test/50wtf9.mp4;walk;(np.float64(499.75), np.float64(178.25));(np.float64(504.0), np.float64(170.5));(np.float64(494.5), np.float64(170.0));(np.float64(500.5), np.float64(162.75));(np.float64(467.0), np.float64(159.75));(np.float64(481.0), np.float64(178.12));(np.float64(421.25), np.float64(184.0));(np.float64(527.5), np.float64(186.75));(np.float64(357.75), np.float64(207.5));(np.float64(572.0), np.float64(206.5));(np.float64(291.5), np.float64(228.0));(np.float64(441.25), np.float64(263.0));(np.float64(407.0), np.float64(270.75));(np.float64(474.5), np.float64(312.5));(np.float64(439.0), np.float64(351.75));(np.float64(469.5), np.float64(385.75));(np.float64(433.5), np.float64(440.0))
2.38;videos/cuts_test/50wtf9.mp4;walk;(np.float64(490.5), np.float64(171.25));(np.float64(494.0), np.float64(163.38));(np.float64(485.0), np.float64(163.25));(np.float64(490.0), np.float64(157.12));(np.float64(458.0), np.float64(155.25));(np.float64(480.5), np.float64(179.62));(np.float64(414.5), np.float64(178.0));(np.float64(516.0), np.float64(216.5));(np.float64(355.25), np.float64(188.25));(np.float64(538.0), np.float64(256.75));(np.float64(294.75), np.float64(192.25));(np.float64(447.25), np.float64(260.0));(np.float64(411.25), np.float64(268.25));(np.float64(487.75), np.float64(307.0));(np.float64(445.5), np.float64(352.0));(np.float64(497.5), np.float64(379.0));(np.float64(435.5), np.float64(439.0))
2.42;videos/cuts_test/50wtf9.mp4;walk;(np.float64(479.25), np.float64(166.75));(np.float64(483.0), np.float64(159.0));(np.float64(473.0), np.float64(159.0));(np.float64(481.5), np.float64(153.5));(np.float64(446.25), np.float64(151.75));(np.float64(475.0), np.float64(178.62));(np.float64(412.25), np.float64(172.75));(np.float64(490.25), np.float64(228.75));(np.float64(366.25), np.float64(171.5));(np.float64(496.75), np.float64(282.0));(np.float64(326.5), np.float64(159.25));(np.float64(452.0), np.float64(258.0));(np.float64(416.0), np.float64(267.0));(np.float64(498.5), np.float64(296.0));(np.float64(452.0), np.float64(352.0));(np.float64(518.0), np.float64(364.25));(np.float64(438.5), np.float64(440.25))
2.46;videos/cuts_test/50wtf9.mp4;walk;(np.float64(468.0), np.float64(162.62));(np.float64(471.25), np.float64(153.75));(np.float64(461.25), np.float64(155.38));(np.float64(468.0), np.float64(147.12));(np.float64(434.25), np.float64(149.5));(np.float64(465.75), np.float64(175.0));(np.float64(405.0), np.float64(176.12));(np.float64(472.5), np.float64(226.5));(np.float64(374.5), np.float64(170.75));(np.float64(473.25), np.float64(284.25));(np.float64(367.25), np.float64(128.25));(np.float64(457.25), np.float64(258.0));(np.float64(421.0), np.float64(270.5));(np.float64(507.0), np.float64(297.25));(np.float64(463.0), np.float64(352.25));(np.float64(540.5), np.float64(355.75));(np.float64(440.5), np.float64(438.0))
2.5;videos/cuts_test/50wtf9.mp4;walk;(np.float64(455.75), np.float64(160.25));(np.float64(458.5), np.float64(152.0));(np.float64(448.5), np.float64(153.12));(np.float64(457.5), np.float64(148.62));(np.float64(423.0), np.float64(151.25));(np.float64(452.5), np.float64(176.12));(np.float64(399.5), np.float64(186.12));(np.float64(467.75), np.float64(220.0));(np.float64(393.75), np.float64(184.5));(np.float64(476.5), np.float64(269.0));(np.float64(412.5), np.float64(134.25));(np.float64(463.0), np.float64(265.0));(np.float64(432.25), np.float64(282.5));(np.float64(512.0), np.float64(287.75));(np.float64(474.5), np.float64(355.0));(np.float64(559.5), np.float64(341.75));(np.float64(444.75), np.float64(438.0))
2.54;videos/cuts_test/50wtf9.mp4;walk;(np.float64(449.75), np.float64(156.88));(np.float64(451.25), np.float64(148.75));(np.float64(443.25), np.float64(149.75));(np.float64(442.75), np.float64(146.25));(np.float64(413.5), np.float64(149.5));(np.float64(435.0), np.float64(164.25));(np.float64(392.75), np.float64(185.5));(np.float64(470.75), np.float64(131.25));(np.float64(430.5), np.float64(163.0));(np.float64(485.5), np.float64(121.0));(np.float64(456.75), np.float64(109.75));(np.float64(467.0), np.float64(256.5));(np.float64(438.0), np.float64(281.5));(np.float64(516.0), np.float64(273.5));(np.float64(484.25), np.float64(355.5));(np.float64(579.0), np.float64(325.0));(np.float64(447.5), np.float64(437.5))
2.59;videos/cuts_test/50wtf9.mp4;walk;(np.float64(432.5), np.float64(156.75));(np.float64(433.75), np.float64(148.5));(np.float64(423.5), np.float64(151.0));(np.float64(430.5), np.float64(146.75));(np.float64(395.75), np.float64(153.25));(np.float64(422.5), np.float64(172.5));(np.float64(397.0), np.float64(193.25));(np.float64(477.75), np.float64(157.75));(np.float64(448.75), np.float64(187.25));(np.float64(503.5), np.float64(122.0));(np.float64(482.0), np.float64(144.0));(np.float64(467.75), np.float64(259.25));(np.float64(444.0), np.float64(283.0));(np.float64(528.5), np.float64(276.75));(np.float64(489.5), np.float64(353.5));(np.float64(593.0), np.float64(312.0));(np.float64(449.5), np.float64(436.5))
